path,size,modified_at,git_status,category,ownership_class,referenced_by,runtime_relevance,confidence,recommended_action,reason,snapshot_status,snapshot_reason,restoration_required
frontend/node_modules/@storybook/addon-a11y/README.md,433,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/chunk-4XZ63LWV.mjs,3094,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/decorator.d.ts,192,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/decorator.js,4038,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/decorator.mjs,1470,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/index.d.ts,4915,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/index.js,5273,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/index.mjs,2181,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/manager.js,32391,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/preview.d.ts,197,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/preview.js,3929,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/dist/preview.mjs,3833,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/manager.js,25,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/.bin/uuid,385,2026-08-27T19:57:09,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/.bin/uuid.cmd,323,2026-08-27T19:57:09,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/.bin/uuid.ps1,797,2026-08-27T19:57:09,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/CHANGELOG.md,16207,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/CONTRIBUTING.md,513,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/bin/uuid,44,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/index.js,1792,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/md5.js,7015,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/native.js,271,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/nil.js,188,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/parse.js,1380,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/regex.js,267,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/rng.js,927,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/sha1.js,2609,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/stringify.js,1779,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/v1.js,3602,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/v3.js,414,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/v35.js,2076,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/v4.js,1009,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/v5.js,417,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/validate.js,410,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/commonjs-browser/version.js,474,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/index.js,412,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/md5.js,6880,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/native.js,137,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/nil.js,54,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/parse.js,1106,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/regex.js,133,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/rng.js,838,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/sha1.js,2474,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/stringify.js,1469,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/v1.js,3322,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/v3.js,107,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/v35.js,1776,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/v4.js,680,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/v5.js,110,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/validate.js,141,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-browser/version.js,200,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/index.js,412,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/md5.js,281,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/native.js,80,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/nil.js,54,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/parse.js,1106,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/regex.js,133,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/rng.js,323,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/sha1.js,284,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/stringify.js,1469,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/v1.js,3322,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/v3.js,107,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/v35.js,1776,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/v4.js,680,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/v5.js,110,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/validate.js,141,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/esm-node/version.js,200,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/index.js,1765,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/md5-browser.js,7015,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/md5.js,550,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/native-browser.js,271,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/native.js,350,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/nil.js,188,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/parse.js,1380,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/regex.js,267,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/rng-browser.js,927,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/rng.js,549,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/sha1-browser.js,2609,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/sha1.js,553,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/stringify.js,1779,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/uuid-bin.js,2030,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/v1.js,3602,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/v3.js,414,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/v35.js,2076,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/v4.js,1009,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/v5.js,417,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/validate.js,410,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/@storybook/addon-actions/node_modules/uuid/dist/version.js,474,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
